Billing Group,Invoice Status,Servicing Dealer,Dealer Invoice,Requested Amount,Approved Amount,Invoice Create Date,Invoice Issue?
 AZ,Raymond Paid,60790,V10310753,80,80,01-26-2021,No
 AZ,Raymond Paid,60791,V30097434,80,80,01-26-2021,No
 AZ,Raymond Paid,60791,V30097435,80,80,01-26-2021,No
 AZ,Raymond Paid,60791,V30097438,80,80,01-26-2021,No
 AZ,Raymond Paid,60791,V30097442,80,80,01-26-2021,Yes
 ITL,Raymond Paid,60790,V40005291,185.7,185.7,01-26-2021,No
 KH,Raymond Paid,60790,V10310783,199.5,199.5,01-26-2021,No
 KH,Raymond Paid,60790,V10310779,266,266,01-26-2021,No
 AZ,Raymond Paid,60791,V30097428,292.5,292.5,01-26-2021,Yes
 AZ,Raymond Paid,60791,V300996837,350,350,01-26-2021,Yes
 AZ,Raymond Paid,60791,V30097427,368.59,368.59,01-26-2021,Yes
 WM,Raymond Paid,60790,V10310727,427,427,01-26-2021,Yes
 HD,Raymond Paid,60792,V20078101,443.4,443.4,01-26-2021,Yes
 KN,Raymond Paid,60791,V30097426,500.93,500.93,01-26-2021,Yes
 KH,Raymond Paid,60790,V10310788,674.76,674.76,01-26-2021,Yes
 HF,Raymond Paid,60792,V20078115,740.74,740.74,01-26-2021,Yes
 CO,Raymond Paid,60792,V20078095,1720.02,1720.02,01-26-2021,Yes
 AZ,Raymond Paid,60791,V30096823,2970,2970,01-26-2021,No
 KH,Reversed - Final,60790,V10310791,199.5,99.75,01-26-2021,No
 ML,Raymond Paid,60790,V10310907,75,75,01-27-2021,Yes
 ARM,Raymond Paid,60791,V30097493,75,75,01-27-2021,Yes
 AZ,Raymond Paid,60791,V30097496,80,80,01-27-2021,Yes
 UA,Raymond Paid,60790,V10310910,84,84,01-27-2021,Yes
 UA,Raymond Paid,60790,V10310913,84,84,01-27-2021,No
 UA,Raymond Paid,60790,V10310915,84,84,01-27-2021,No
 ML,Raymond Paid,60790,V10310898,85,85,01-27-2021,No
 ML,Raymond Paid,60790,V10310900,85,85,01-27-2021,No
 ARM,Raymond Paid,60791,V30097492,95,95,01-27-2021,Yes
 KH,Raymond Paid,60790,V10310897,133,133,01-27-2021,No
 AZ,Raymond Paid,60790,V10310864,162.22,162.22,01-27-2021,Yes
 AZ,Raymond Paid,60791,V30097494,165,165,01-27-2021,No
 AZ,Raymond Paid,60791,V30097497,202.5,202.5,01-27-2021,Yes
 AZ,Raymond Paid,60790,V10310851,235.72,235.72,01-27-2021,Yes
 WM,Raymond Paid,60791,V30097208,250,250,01-27-2021,Yes
 WM,Raymond Paid,60791,V30097432,250,250,01-27-2021,Yes
 AZ,Raymond Paid,60790,V10310856,325.72,325.72,01-27-2021,Yes
 AZ,Raymond Paid,60791,V30097495,337.5,337.5,01-27-2021,Yes
 WM,Raymond Paid,60791,V30097430,472.07,472.07,01-27-2021,Yes
 KH,Raymond Paid,60790,V10310883,535.55,535.55,01-27-2021,Yes
 ML,Raymond Paid,60790,V10310905,554.15,554.15,01-27-2021,Yes
 WM,Raymond Paid,60791,V30097498,712.5,712.5,01-27-2021,Yes
 WM,Raymond Paid,60791,V30097431,877.48,877.48,01-27-2021,Yes
 WM,Raymond Paid,60791,V30097429,1581.48,1592.1,01-27-2021,Yes
 AZ,Raymond Paid,60791,V30097576,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097578,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097580,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097581,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097582,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097583,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097584,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097585,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097586,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097587,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097588,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097589,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097590,22.5,22.5,01-28-2021,No
 AZ,Raymond Paid,60791,V30097577,45,45,01-28-2021,No
 SC,Raymond Paid,60790,V10309973,140.85,140.85,01-28-2021,No
 AZ,Raymond Paid,60791,V30097551,157.5,157.5,01-28-2021,Yes
 AZ,Raymond Paid,60791,V30097579,270,270,01-28-2021,Yes
 ARM,Raymond Paid,60791,V30097548,725.62,725.62,01-28-2021,Yes
 ARM,Raymond Paid,60791,V30097546,1028.99,1028.99,01-28-2021,Yes
 SC,Raymond Paid,60790,V10311113,16.65,16.65,01-29-2021,No
 AZ,Raymond Paid,60791,V30097594,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097595,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097598,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097599,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097601,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097602,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097603,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097606,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097608,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097610,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097611,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097612,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097613,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097614,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097615,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097617,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097618,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097619,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097620,22.5,22.5,01-29-2021,No
 AZ,Raymond Paid,60791,V30097596,45,45,01-29-2021,No
 AZ,Raymond Paid,60791,V30097600,45,45,01-29-2021,No
 AZ,Raymond Paid,60791,V30097604,45,45,01-29-2021,No
 AZ,Raymond Paid,60791,V30097607,45,45,01-29-2021,No
 AZ,Raymond Paid,60791,V30097605,67.5,67.5,01-29-2021,No
 ITL,Raymond Paid,60790,V10311105,75,75,01-29-2021,No
 ITL,Raymond Paid,60790,V10311106,75,75,01-29-2021,No
 ITL,Raymond Paid,60790,V10311107,75,75,01-29-2021,No
 ITL,Raymond Paid,60790,V10311109,75,75,01-29-2021,No
 ITL,Raymond Paid,60790,V10311110,75,75,01-29-2021,No
 UA,Raymond Paid,60790,V10311156,84,84,01-29-2021,No
 ITL,Raymond Paid,60790,V10311104,85,85,01-29-2021,No
 ITL,Raymond Paid,60790,V10311108,85,85,01-29-2021,No
 AZ,Raymond Paid,60791,V30097616,90,90,01-29-2021,No
 WM,Raymond Paid,60790,V10311145,132,132,01-29-2021,No
 AZ,Raymond Paid,60791,V30097597,135,135,01-29-2021,No
 AZ,Raymond Paid,60791,V30097609,157.5,157.5,01-29-2021,No
 SC,Raymond Paid,60790,V10311214,201.21,201.21,01-29-2021,No
 AZ,Raymond Paid,60790,V10311133,255.33,255.33,01-29-2021,Yes
 KH,Raymond Paid,60790,V10311123,313.45,313.45,01-29-2021,Yes
 AZ,Raymond Paid,60790,V10311138,500.74,500.74,01-29-2021,Yes
 AZ,Raymond Paid,60790,V10311137,574.24,574.24,01-29-2021,Yes
 WM,Raymond Paid,60790,V10311215,990.87,990.87,01-29-2021,Yes
 ITL,Raymond Paid,60790,V10311222,1024.47,1024.47,01-29-2021,No
 KH,Raymond Paid,60790,V10311129,1471.03,1471.03,01-29-2021,Yes
 KH,Raymond Paid,60790,V40005300,2700,2700,01-29-2021,No
 AZ,Raymond Paid,60790,V10311282,2748.44,2748.44,01-29-2021,Yes
 KH,Reversed - Final,60790,V10311125,399,199.5,01-29-2021,No
 BKR,Raymond Paid,60792,V20078445,152.13,152.13,02-01-2021,Yes
 AZ,Raymond Paid,60790,V10311320,220.38,220.38,02-01-2021,Yes
 AZ,Raymond Paid,60790,V10311321,280.72,280.72,02-01-2021,Yes
 AZ,Raymond Paid,60790,V10311319,310.38,310.38,02-01-2021,Yes
 AZ,Raymond Paid,60791,V30096821,20,20,02-02-2021,No
 ML,Raymond Paid,60790,V10311444,59.85,59.85,02-02-2021,No
 ML,Raymond Paid,60790,V10310208,75,75,02-02-2021,No
 ML,Raymond Paid,60790,V10311442,85,85,02-02-2021,No
 AZ,Raymond Paid,60791,V30097486,112.5,112.5,02-02-2021,Yes
 AZ,Raymond Paid,60791,V30097485,202.5,202.5,02-02-2021,No
 AZ,Raymond Paid,60791,V30097487,202.5,202.5,02-02-2021,No
 AZ,Raymond Paid,60791,V30097488,225,225,02-02-2021,No
 AZ,Raymond Paid,60791,V30097539,225,225,02-02-2021,Yes
 ML,Raymond Paid,60790,V10311453,236.4,236.4,02-02-2021,Yes
 ML,Raymond Paid,60790,V10311445,264.98,264.98,02-02-2021,Yes
 ML,Raymond Paid,60790,V10311461,269.33,269.33,02-02-2021,No
 AZ,Raymond Paid,60791,V30096837,350,350,02-02-2021,No
 HF,Raymond Paid,60791,V30097491,435.6,435.6,02-02-2021,Yes
 AZ,Raymond Paid,60791,V30097489,504.9,504.9,02-02-2021,No
 WM,Raymond Paid,60790,V10311430,561.47,561.47,02-02-2021,No
 ML,Raymond Paid,60790,V10311454,589.51,589.51,02-02-2021,No
 WM,Raymond Paid,60790,V10311433,618.93,618.93,02-02-2021,No
 WM,Raymond Paid,60790,V10311428,1417.03,1417.03,02-02-2021,No
 OD,Raymond Paid,60790,V10311143,3282.74,3282.74,02-02-2021,Yes
 ML,Raymond Paid,60790,V10311602,29.93,29.93,02-03-2021,No
 ML,Raymond Paid,60790,V10311609,29.93,29.93,02-03-2021,No
 ML,Raymond Paid,60790,V10311603,59.85,59.85,02-03-2021,No
 ML,Raymond Paid,60790,V10311604,59.85,59.85,02-03-2021,No
 ML,Raymond Paid,60790,V10311605,59.85,59.85,02-03-2021,No
 ML,Raymond Paid,60790,V10311607,59.85,59.85,02-03-2021,No
 ML,Raymond Paid,60790,V10311610,59.85,59.85,02-03-2021,No
 ML,Raymond Paid,60790,V10311616,59.85,59.85,02-03-2021,No
 ML,Raymond Paid,60790,V10311614,59.86,59.86,02-03-2021,No
 HD,Raymond Paid,60789,V10311597,75,75,02-03-2021,No
 HD,Raymond Paid,60789,V10311598,85,85,02-03-2021,No
 ML,Raymond Paid,60790,V10311611,85,85,02-03-2021,No
 ML,Raymond Paid,60790,V10311615,95,95,02-03-2021,No
 ITL,Raymond Paid,60790,V10311617,135.34,135.34,02-03-2021,No
 BKR,Raymond Paid,60792,V20078505,182.4,182.4,02-03-2021,Yes
 AZ,Raymond Paid,60790,V10311569,202.34,202.34,02-03-2021,No
 BZ,Raymond Paid,60792,V20078561,811.18,811.18,02-03-2021,Yes
 UA,Raymond Paid,60790,V10311599,974.64,974.64,02-03-2021,Yes
 AZ,Raymond Paid,60791,V30097621,22.5,22.5,02-04-2021,No
 AZ,Raymond Paid,60791,V30097622,22.5,22.5,02-04-2021,No
 ML,Raymond Paid,60790,V10311711,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311714,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311715,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311719,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311722,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311726,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311729,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311730,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311731,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311732,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311733,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311734,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311735,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311737,59.85,59.85,02-04-2021,No
 ML,Raymond Paid,60790,V10311727,89.78,89.78,02-04-2021,No
 AZ,Raymond Paid,60790,V10311704,172.38,172.38,02-04-2021,Yes
 AZ,Raymond Paid,60790,V10311696,196.44,196.44,02-04-2021,Yes
 AZ,Raymond Paid,60790,V10311698,196.47,196.47,02-04-2021,Yes
 AZ,Raymond Paid,60790,V10311697,241.44,241.44,02-04-2021,Yes
 AZ,Raymond Paid,60790,V10311699,248.42,248.42,02-04-2021,Yes
 AZ,Raymond Paid,60790,V10311705,374.88,374.88,02-04-2021,Yes
 ML,Raymond Paid,60790,V10311790,29.93,29.93,02-05-2021,No
 ML,Raymond Paid,60790,V10311792,29.93,29.93,02-05-2021,No
 KN,Raymond Paid,60791,V30097813,45,45,02-05-2021,No
 KN,Raymond Paid,60791,V30097814,45,45,02-05-2021,No
 KN,Raymond Paid,60791,V30097815,45,45,02-05-2021,No
 KN,Raymond Paid,60791,V30097817,45,45,02-05-2021,No
 XL,Raymond Paid,60791,V30097811,55,55,02-05-2021,No
 XL,Raymond Paid,60791,V30097812,55,55,02-05-2021,No
 XPO,Raymond Paid,60791,V30097809,56.88,56.88,02-05-2021,Yes
 AZ,Raymond Paid,60790,V10311759,59,59,02-05-2021,No
 ML,Raymond Paid,60790,V10311789,59.85,59.85,02-05-2021,No
 ML,Raymond Paid,60790,V10311793,59.85,59.85,02-05-2021,No
 ML,Raymond Paid,60790,V10311796,59.85,59.85,02-05-2021,No
 XPO,Raymond Paid,60791,V30097806,65,65,02-05-2021,Yes
 XPO,Raymond Paid,60791,V30097808,65,65,02-05-2021,Yes
 KN,Raymond Paid,60791,V30097821,71.65,71.65,02-05-2021,Yes
 KN,Raymond Paid,60791,V30097818,71.66,71.66,02-05-2021,No
 WW,Raymond Paid,60791,V30097804,75,75,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097836,75,75,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097833,80,80,02-05-2021,Yes
 AZ,Raymond Paid,60791,V30097854,80,80,02-05-2021,No
 ML,Raymond Paid,60790,V10311795,85,85,02-05-2021,No
 KN,Raymond Paid,60791,V30097819,85.62,85.62,02-05-2021,Yes
 HS,Raymond Paid,60791,V30097714,95,95,02-05-2021,No
 HS,Raymond Paid,60791,V30097715,95,95,02-05-2021,No
 ARM,Raymond Paid,60791,V30097831,95,95,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097834,95,95,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097835,95,95,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097830,104.46,104.46,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097841,105,105,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097842,105,105,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097840,117.18,117.18,02-05-2021,Yes
 KN,Raymond Paid,60791,V30097822,121.4,121.4,02-05-2021,Yes
 HS,Raymond Paid,60790,V10311783,144.85,144.85,02-05-2021,No
 KN,Raymond Paid,60791,V30097820,149.25,149.25,02-05-2021,No
 XPO,Raymond Paid,60791,V30097807,190.2,190.2,02-05-2021,Yes
 AZ,Raymond Paid,60791,V30097864,202.5,202.5,02-05-2021,Yes
 HS,Raymond Paid,60790,V10311784,209.48,209.48,02-05-2021,No
 ARM,Raymond Paid,60791,V30097843,210,210,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097844,210,210,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097845,210,210,02-05-2021,Yes
 WM,Raymond Paid,60791,V30097848,262.5,262.5,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097828,282.84,282.84,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097824,308.56,308.56,02-05-2021,Yes
 XPO,Raymond Paid,60791,V30097810,317.6,317.6,02-05-2021,Yes
 WM,Raymond Paid,60791,V30097852,346.79,346.79,02-05-2021,Yes
 AZ,Raymond Paid,60791,V30097862,405,405,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097827,411.4,411.4,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097826,411.41,411.41,02-05-2021,Yes
 UA,Raymond Paid,60790,V10311797,427.38,427.38,02-05-2021,Yes
 WM,Raymond Paid,60791,V30097853,527.19,527.19,02-05-2021,Yes
 ARM,Raymond Paid,60791,V30097829,565.68,565.68,02-05-2021,Yes
 AZ,Raymond Paid,60791,V30097856,568,568,02-05-2021,No
 WM,Raymond Paid,60791,V30097851,793.86,793.86,02-05-2021,Yes
 WM,Raymond Paid,60791,V30097847,819.06,819.06,02-05-2021,Yes
 WM,Raymond Paid,60791,V30097850,893.54,893.54,02-05-2021,Yes
 WM,Raymond Paid,60791,V30097849,924.82,924.82,02-05-2021,Yes
 BKR,Raymond Paid,60791,V30097805,962.16,962.16,02-05-2021,Yes
 HF,Raymond Paid,60790,V10311762,1196.28,1196.28,02-05-2021,Yes
 WM,Raymond Paid,60790,V10311978,56,56,02-08-2021,No
 WM,Raymond Paid,60790,V10311972,60,60,02-08-2021,No
 WM,Raymond Paid,60790,V10311976,64,64,02-08-2021,Yes
 WM,Raymond Paid,60790,V10311943,80,80,02-08-2021,No
 WM,Raymond Paid,60790,V10311945,80,80,02-08-2021,No
 WM,Raymond Paid,60790,V10311951,80,80,02-08-2021,No
 WM,Raymond Paid,60790,V10311957,80,80,02-08-2021,No
 WM,Raymond Paid,60790,V10311964,80,80,02-08-2021,No
 WM,Raymond Paid,60790,V10311965,80,80,02-08-2021,No
 WM,Raymond Paid,60790,V10311966,80,80,02-08-2021,No
 WM,Raymond Paid,60790,V10311967,80,80,02-08-2021,No
 WM,Raymond Paid,60790,V10311968,80,80,02-08-2021,No
 WM,Raymond Paid,60790,V10311969,80,80,02-08-2021,No
 WM,Raymond Paid,60790,V10311971,80,80,02-08-2021,No
 WM,Raymond Paid,60790,V10311958,100,100,02-08-2021,Yes
 WM,Raymond Paid,60790,V10311975,124.81,124.81,02-08-2021,Yes
 WM,Raymond Paid,60790,V10311970,158.69,158.69,02-08-2021,Yes
 WM,Raymond Paid,60790,V10311955,160,160,02-08-2021,Yes
 WM,Raymond Paid,60790,V10311963,171.81,171.81,02-08-2021,Yes
 WM,Raymond Paid,60790,V10311959,180,180,02-08-2021,No
 WM,Raymond Paid,60790,V10311956,210.87,210.87,02-08-2021,Yes
 WM,Raymond Paid,60790,V10311961,218.69,218.69,02-08-2021,Yes
 WM,Raymond Paid,60790,V10311962,220,220,02-08-2021,No
 WM,Raymond Paid,60790,V10311979,221.45,221.45,02-08-2021,Yes
 WM,Raymond Paid,60790,V10311942,240,240,02-08-2021,Yes
 WM,Raymond Paid,60790,V10311950,257.4,257.4,02-08-2021,Yes
 KN,Raymond Paid,60791,V30097638,21.11,21.11,02-09-2021,No
 WW,Raymond Paid,60790,V10312047,50,50,02-09-2021,No
 WW,Raymond Paid,60790,V10312043,65,65,02-09-2021,No
 WW,Raymond Paid,60790,V10312045,85,85,02-09-2021,No
 WW,Raymond Paid,60790,V10312042,95,95,02-09-2021,No
 WM,Raymond Paid,60790,V10312226,56,56,02-10-2021,No
 WM,Raymond Paid,60790,V10312221,64,64,02-10-2021,No
 WM,Raymond Paid,60790,V10312223,64,64,02-10-2021,No
 WM,Raymond Paid,60790,V10312225,64,64,02-10-2021,No
 WM,Raymond Paid,60790,V10312227,64,64,02-10-2021,Yes
 WM,Raymond Paid,60790,V10312228,118.24,118.24,02-10-2021,Yes
 SC,Raymond Paid,60790,V40005345,120.82,120.82,02-10-2021,Yes
 WM,Raymond Paid,60790,V10312232,156,156,02-10-2021,No
 ITL,Raymond Paid,60790,V10312230,160.68,160.68,02-10-2021,No
 ITL,Raymond Paid,60790,V10312231,231.96,231.96,02-10-2021,Yes
 XPO,Raymond Paid,60791,V30097954,50,50,02-11-2021,Yes
 XPO,Raymond Paid,60791,V30097956,50,50,02-11-2021,Yes
 XPO,Raymond Paid,60791,V30097957,50,50,02-11-2021,Yes
 XPO,Raymond Paid,60791,V30097958,50,50,02-11-2021,Yes
 HD,Raymond Paid,60789,V10312412,55,55,02-11-2021,No
 HD,Raymond Paid,60791,V30097971,55,55,02-11-2021,No
 KN,Raymond Paid,60791,V30097952,61.88,61.88,02-11-2021,No
 KN,Raymond Paid,60791,V30097951,65,65,02-11-2021,No
 XPO,Raymond Paid,60791,V30097955,65,65,02-11-2021,Yes
 XPO,Raymond Paid,60791,V30097959,65,65,02-11-2021,Yes
 ML,Raymond Paid,60790,V10312375,75,75,02-11-2021,No
 HD,Raymond Paid,60791,V30097973,75,75,02-11-2021,No
 HD,Raymond Paid,60791,V30097970,85,85,02-11-2021,No
 HD,Raymond Paid,60791,V30097972,85,85,02-11-2021,No
 AZ,Raymond Paid,60790,V10312335,90.72,90.72,02-11-2021,Yes
 ARM,Raymond Paid,60789,V10312364,110.2,110.2,02-11-2021,Yes
 AZ,Raymond Paid,60790,V10312336,281.48,281.48,02-11-2021,Yes
 AZ,Raymond Paid,60790,V10312390,373.83,373.83,02-11-2021,Yes
 KH,Raymond Paid,60790,V10312348,376.9,376.9,02-11-2021,Yes
 KH,Raymond Paid,60790,V10312373,432.25,432.25,02-11-2021,No
 HS,Raymond Paid,60790,V10312409,498.24,498.24,02-11-2021,Yes
 ML,Raymond Paid,60790,V10312588,50,50,02-12-2021,No
 ML,Raymond Paid,60790,V10312594,50,50,02-12-2021,No
 HD,Raymond Paid,60790,V10312457,55,55,02-12-2021,Yes
 HS,Raymond Paid,60790,V10312536,65,65,02-12-2021,No
 HS,Raymond Paid,60790,V10312553,65,65,02-12-2021,No
 HD,Raymond Paid,60790,V10312454,75,75,02-12-2021,Yes
 HD,Raymond Paid,60790,V10312559,75,75,02-12-2021,No
 HD,Raymond Paid,60789,V10312569,75,75,02-12-2021,No
 BZ,Raymond Paid,60792,V20078096,76.4,76.4,02-12-2021,Yes
 HD,Raymond Paid,60790,V10312455,85,85,02-12-2021,Yes
 HD,Raymond Paid,60790,V10312460,85,85,02-12-2021,Yes
 HS,Raymond Paid,60790,V10312537,85,85,02-12-2021,Yes
 HD,Raymond Paid,60790,V10312560,85,85,02-12-2021,No
 HD,Raymond Paid,60790,V10312573,85,85,02-12-2021,No
 HD,Raymond Paid,60789,V10312581,85,85,02-12-2021,No
 HD,Raymond Paid,60789,V10312582,85,85,02-12-2021,No
 ML,Raymond Paid,60790,V10312593,89.78,89.78,02-12-2021,No
 ARM,Raymond Paid,60790,V10312513,95,95,02-12-2021,No
 HS,Raymond Paid,60790,V10312534,95,95,02-12-2021,No
 HS,Raymond Paid,60790,V10312538,95,95,02-12-2021,No
 HS,Raymond Paid,60790,V10312541,95,95,02-12-2021,No
 HS,Raymond Paid,60790,V10312550,95,95,02-12-2021,No
 HS,Raymond Paid,60790,V10312551,95,95,02-12-2021,No
 HS,Raymond Paid,60790,V10312552,95,95,02-12-2021,No
 HS,Raymond Paid,60790,V10312554,95,95,02-12-2021,No
 HS,Raymond Paid,60790,V10312556,95,95,02-12-2021,No
 ARM,Raymond Paid,60790,V10312509,105,105,02-12-2021,No
 ARM,Raymond Paid,60790,V10312515,105,105,02-12-2021,No
 AZ,Raymond Paid,60790,V10312484,135,135,02-12-2021,No
 AZ,Raymond Paid,60790,V10312476,146.49,146.49,02-12-2021,Yes
 WM,Raymond Paid,60791,V30097964,150,150,02-12-2021,Yes
 SC,Raymond Paid,60791,V30097961,151.2,151.2,02-12-2021,Yes
 HD,Raymond Paid,60790,V10312575,157.84,157.84,02-12-2021,No
 SC,Raymond Paid,60790,V10312469,175.95,175.95,02-12-2021,No
 ML,Raymond Paid,60790,V10312587,179.55,179.55,02-12-2021,No
 XPO,Raymond Paid,60791,V30097953,184.75,184.75,02-12-2021,Yes
 AZ,Raymond Paid,60790,V10312472,196.44,196.44,02-12-2021,Yes
 AZ,Raymond Paid,60790,V10312473,196.44,196.44,02-12-2021,Yes
 HD,Raymond Paid,60791,V30097967,219.17,219.17,02-12-2021,Yes
 WM,Raymond Paid,60791,V30097963,257.41,257.41,02-12-2021,Yes
 HF,Raymond Paid,60792,v20078606,272.25,272.25,02-12-2021,Yes
 HD,Raymond Paid,60790,V10312571,298.72,298.72,02-12-2021,Yes
 ML,Raymond Paid,60790,V10312590,415.8,415.8,02-12-2021,Yes
 HS,Raymond Paid,60790,V10312548,433.57,433.57,02-12-2021,No
 SC,Raymond Paid,60791,V30097960,454.68,454.68,02-12-2021,Yes
 WM,Raymond Paid,60791,V30097965,500.64,500.64,02-12-2021,Yes
 HD,Raymond Paid,60791,V30097969,516.66,516.66,02-12-2021,No
 WM,Raymond Paid,60789,V10312612,600.89,600.89,02-12-2021,No
 WM,Raymond Paid,60790,V10312613,615.53,615.53,02-12-2021,No
 WM,Raymond Paid,60791,V30097966,679.41,679.41,02-12-2021,Yes
 ML,Raymond Paid,60790,V10312586,695.29,695.29,02-12-2021,Yes
 HD,Raymond Paid,60790,V10312463,707.74,707.74,02-12-2021,No
 ARM,Raymond Paid,60789,V10312527,717.43,717.43,02-12-2021,No
 AZ,Raymond Paid,60790,V10312503,767.66,767.66,02-12-2021,Yes
 AZ,Raymond Paid,60790,V10312488,812.66,812.66,02-12-2021,Yes
 HD,Raymond Paid,60791,V30097968,850.86,850.86,02-12-2021,No
 WM,Raymond Paid,60790,V10312611,1119.22,1119.22,02-12-2021,Yes
 WM,Raymond Paid,60790,V10312453,2202.45,2202.45,02-12-2021,Yes
 WM,Raymond Paid,60790,V10312815,82.4,82.4,02-16-2021,No
 ITL,Raymond Paid,60790,V10312791,135.34,135.34,02-16-2021,No
 AZ,Raymond Paid,60790,V10312768,146.48,146.48,02-16-2021,Yes
 WM,Raymond Paid,60790,V10312810,164.8,164.8,02-16-2021,No
 AZ,Raymond Paid,60791,V30097857,247.5,247.5,02-16-2021,Yes
 ITL,Raymond Paid,60790,V10312808,286.7,286.7,02-16-2021,Yes
 HF,Raymond Paid,60791,V30097846,299.48,299.48,02-16-2021,Yes
 AZ,Raymond Paid,60790,V10312767,315.72,315.72,02-16-2021,Yes
 XPO,Raymond Paid,60791,V30098007,492,492,02-16-2021,No
 WM,Raymond Paid,60790,V10312820,545.02,545.02,02-16-2021,Yes
 KN,Raymond Paid,60791,V30098005,1006.8,1006.8,02-16-2021,No
 WM,Raymond Paid,60790,V10312825,1403.74,1403.74,02-16-2021,Yes
 KN,Raymond Paid,60791,V30098002,3618.6,3618.6,02-16-2021,No
 WW,Raymond Paid,60791,V30098304,50,50,02-17-2021,No
 XL,Raymond Paid,60791,V30098294,55,55,02-17-2021,No
 XL,Raymond Paid,60791,V30098295,55,55,02-17-2021,No
 XL,Raymond Paid,60791,V30098296,62.46,62.46,02-17-2021,No
 WM,Raymond Paid,60790,V10312916,64,64,02-17-2021,No
 WM,Raymond Paid,60790,V10312919,64,64,02-17-2021,No
 WM,Raymond Paid,60790,V10312920,64,64,02-17-2021,No
 ML,Raymond Paid,60791,V30098286,65,65,02-17-2021,No
 XPO,Raymond Paid,60791,V30098298,65,65,02-17-2021,Yes
 XPO,Raymond Paid,60791,V30098299,65,65,02-17-2021,Yes
 XPO,Raymond Paid,60791,V30098300,65,65,02-17-2021,Yes
 XPO,Raymond Paid,60791,V30098301,65,65,02-17-2021,Yes
 XPO,Raymond Paid,60791,V30098302,65,65,02-17-2021,Yes
