Billing Group,Invoice Status,Servicing Dealer,Dealer Invoice,Requested Amount,Approved Amount,Invoice Create Date,Invoice Issue?
 UA,Raymond Paid,60790,V10335396,320.06,320.06,09-30-2021,Yes
 UA,Raymond Paid,60790,V10335398,320.06,320.06,09-30-2021,Yes
 UA,Raymond Paid,60790,V10335400,320.06,320.06,09-30-2021,Yes
 TSI,Raymond Paid,60790,V10335182,356.85,356.85,09-30-2021,No
 AR,Raymond Paid,60791,IP00030800,358.58,358.58,09-30-2021,No
 UA,Raymond Paid,60790,V10335402,506.9,506.9,09-30-2021,Yes
 AZ,Raymond Paid,60791,V30106695,510,510,09-30-2021,No
 AZ,Raymond Paid,60791,V30106696,510,510,09-30-2021,No
 UA,Raymond Paid,60790,V10335180,552.99,552.99,09-30-2021,No
 KN,Raymond Paid,60791,V30106689,887.52,887.52,09-30-2021,No
 AZ,Raymond Paid,60791,V30106699,1107,1107,09-30-2021,Yes
 AZ,Raymond Paid,60791,V30106687,2850,2850,09-30-2021,No
 AZ,Raymond Paid,60790,V40006204,70,70,10-01-2021,No
 AZ,Raymond Paid,60790,V10335467,80,80,10-01-2021,No
 UA,Raymond Paid,60790,V10335469,84,84,10-01-2021,No
 HD,Raymond Paid,60790,V10335468,119.44,119.44,10-01-2021,No
 AZ,Raymond Paid,60790,V40006203,150,150,10-01-2021,No
 SC,Raymond Paid,60790,V10335196,152.49,152.49,10-01-2021,No
 UA,Raymond Paid,60790,V10335470,227.37,227.37,10-01-2021,Yes
 AZ,Raymond Paid,60790,V10335475,400.25,400.25,10-01-2021,No
 AZ,Raymond Paid,60790,V10335460,405,405,10-01-2021,No
 AZ,Raymond Paid,60790,V10335464,540,540,10-01-2021,No
 AZ,Raymond Paid,60790,V10335474,710,710,10-01-2021,No
 AR,Raymond Paid,60791,IP00030803,1951.77,1951.77,10-01-2021,No
 MR,Raymond Paid,60791,IP00030819,290.32,290.32,10-04-2021,No
 BZ,Raymond Paid,60792,V20084259,38.5,38.5,10-05-2021,Yes
 AZ,Raymond Paid,60790,V10335705,45,45,10-05-2021,No
 HD,Raymond Paid,60790,V10335694,55,55,10-05-2021,No
 CO,Raymond Paid,60792,V20084395,58.05,58.05,10-05-2021,Yes
 BZ,Raymond Paid,60792,V20084552,65,65,10-05-2021,No
 BZ,Raymond Paid,60792,v20084554,65,65,10-05-2021,No
 BZ,Raymond Paid,60792,v20084555,65,65,10-05-2021,No
 BZ,Raymond Paid,60792,V20084556,65,65,10-05-2021,No
 WW,Raymond Paid,60790,V10335665,75,75,10-05-2021,No
 HD,Raymond Paid,60790,V10335668,75,75,10-05-2021,Yes
 HD,Raymond Paid,60790,V10335677,75,75,10-05-2021,No
 HD,Raymond Paid,60790,V10335682,75,75,10-05-2021,Yes
 HD,Raymond Paid,60790,V10335693,75,75,10-05-2021,Yes
 BZ,Raymond Paid,60792,V20084319,75.83,75.83,10-05-2021,No
 HD,Raymond Paid,60790,V10335671,85,85,10-05-2021,Yes
 HD,Raymond Paid,60790,V10335674,85,85,10-05-2021,No
 HD,Raymond Paid,60790,V10335676,85,85,10-05-2021,No
 HD,Raymond Paid,60790,V10335678,85,85,10-05-2021,No
 HD,Raymond Paid,60790,V10335689,85,85,10-05-2021,No
 HD,Raymond Paid,60790,V10335692,85,85,10-05-2021,Yes
 TCI,Raymond Paid,60792,V20084345,85,85,10-05-2021,Yes
 TCI,Raymond Paid,60792,V20084346,85,85,10-05-2021,No
 HD,Raymond Paid,60790,V10335690,113.73,113.73,10-05-2021,No
 AZ,Raymond Paid,60790,V10335711,135,135,10-05-2021,No
 CO,Raymond Paid,60792,V20084371,146.28,146.28,10-05-2021,No
 AZ,Raymond Paid,60790,V10335706,202.5,202.5,10-05-2021,No
 HS,Raymond Paid,60790,V10335666,209.2,209.2,10-05-2021,No
 HD,Raymond Paid,60792,V20084166,250.1,250.1,10-05-2021,Yes
 WM,Raymond Paid,60790,V10335662,278.21,278.21,10-05-2021,No
 HD,Raymond Paid,60790,V10335696,390.93,390.93,10-05-2021,Yes
 HF,Raymond Paid,60792,V20084146,398.02,398.02,10-05-2021,No
 WM,Raymond Paid,60792,V20084058,475.96,475.96,10-05-2021,Yes
 WM,Raymond Paid,60792,V20084038,559.89,559.89,10-05-2021,Yes
 AZ,Raymond Paid,60790,V10335714,677.22,677.22,10-05-2021,Yes
 CO,Raymond Paid,60792,V20084343,696.6,696.6,10-05-2021,Yes
 PCS,Raymond Paid,60792,V20084515,866.76,866.76,10-05-2021,Yes
 HD,Raymond Paid,60792,V20084081,938.16,938.16,10-05-2021,Yes
 WM,Raymond Paid,60790,V10335698,1468.41,1468.41,10-05-2021,Yes
 HS,Raymond Paid,60790,V10335667,1932.61,1932.61,10-05-2021,No
 AZ,Raymond Paid,60790,V10335659,2000,2000,10-05-2021,No
 AZ,Raymond Paid,60790,V10335768,45,45,10-06-2021,No
 AZ,Raymond Paid,60790,V10335772,45,45,10-06-2021,No
 AZ,Raymond Paid,60790,V10335775,45,45,10-06-2021,No
 AZ,Raymond Paid,60790,V10335782,45,45,10-06-2021,No
 AZ,Raymond Paid,60791,V30106875,45,45,10-06-2021,No
 AZ,Raymond Paid,60791,V30106879,45,45,10-06-2021,No
 AZ,Raymond Paid,60790,V10335773,59,59,10-06-2021,No
 AZ,Raymond Paid,60790,V10335794,69.37,69.37,10-06-2021,Yes
 XPO,Raymond Paid,60791,V30106872,72.38,72.38,10-06-2021,No
 XPO,Raymond Paid,60791,V30106871,72.46,72.46,10-06-2021,Yes
 AZ,Raymond Paid,60791,V30106876,75,75,10-06-2021,No
 AZ,Raymond Paid,60791,V30106877,75,75,10-06-2021,No
 AZ,Raymond Paid,60790,V10335771,80,80,10-06-2021,No
 AZ,Raymond Paid,60790,V10335776,80,80,10-06-2021,No
 AZ,Raymond Paid,60790,V10335777,80,80,10-06-2021,Yes
 AZ,Raymond Paid,60791,V30106874,80,80,10-06-2021,No
 HD,Raymond Paid,60790,V10335743,85,85,10-06-2021,No
 AZ,Raymond Paid,60790,V10335779,90,90,10-06-2021,No
 AZ,Raymond Paid,60791,V30106873,94.76,94.76,10-06-2021,No
 TCI,Raymond Paid,60790,V10335755,95,95,10-06-2021,No
 TCI,Raymond Paid,60790,V10335756,95,95,10-06-2021,No
 TCI,Raymond Paid,60790,V10335757,95,95,10-06-2021,No
 TCI,Raymond Paid,60790,V10335758,95,95,10-06-2021,No
 AZ,Raymond Paid,60790,V10335769,112.5,112.5,10-06-2021,No
 MR,Raymond Paid,60791,IP00030862,134.04,134.04,10-06-2021,No
 AZ,Raymond Paid,60790,V10335766,135,135,10-06-2021,No
 ARM,Raymond Paid,60791,V30106864,157.68,157.68,10-06-2021,Yes
 TCI,Raymond Paid,60790,V40006218,160.08,160.08,10-06-2021,No
 AZ,Raymond Paid,60791,V30106878,179.76,179.76,10-06-2021,No
 AZ,Raymond Paid,60790,V10335792,193.84,193.84,10-06-2021,Yes
 HS,Raymond Paid,60790,V10335745,209.2,209.2,10-06-2021,No
 ARM,Raymond Paid,60791,V30106865,345.32,345.32,10-06-2021,Yes
 TCI,Raymond Paid,60790,V10335754,358.8,358.8,10-06-2021,No
 AZ,Raymond Paid,60790,V10335793,413.08,413.08,10-06-2021,Yes
 HD,Raymond Paid,60790,V10335753,689.63,689.63,10-06-2021,Yes
 KN,Raymond Paid,60791,V30106866,877.6,877.6,10-06-2021,Yes
 XPO,Raymond Paid,60791,V30106870,1126.8,1126.8,10-06-2021,No
 KN,Raymond Paid,60791,V30106867,1247,1247,10-06-2021,Yes
 BZ,Raymond Paid,60792,V20084663,48,48,10-07-2021,No
 BZ,Raymond Paid,60792,V20084664,48,48,10-07-2021,No
 BZ,Raymond Paid,60792,V20084638,65,65,10-07-2021,No
 BZ,Raymond Paid,60792,V20084660,65,65,10-07-2021,Yes
 BZ,Raymond Paid,60792,V20084661,65,65,10-07-2021,No
 BZ,Raymond Paid,60792,V20084662,65,65,10-07-2021,No
 BZ,Raymond Paid,60792,V20084667,65,65,10-07-2021,No
 WW,Raymond Paid,60792,V20084668,75,75,10-07-2021,No
 TCI,Raymond Paid,60790,V10335960,95,95,10-07-2021,Yes
 WM,Raymond Paid,60791,V30106887,100,100,10-07-2021,No
 SC,Raymond Paid,60791,V30106880,132.3,132.3,10-07-2021,No
 AZ,Raymond Paid,60790,V40006228,200,200,10-07-2021,No
 HS,Raymond Paid,60790,V10335879,209.2,209.2,10-07-2021,No
 KH,Raymond Paid,60790,V10336005,310.5,310.5,10-07-2021,No
 KH,Raymond Paid,60790,V10335971,345,345,10-07-2021,No
 WM,Raymond Paid,60791,V30106885,357.75,357.75,10-07-2021,No
 KH,Raymond Paid,60790,V10335994,495,495,10-07-2021,No
 KH,Raymond Paid,60790,V10335995,495,495,10-07-2021,No
 KH,Raymond Paid,60790,V10335998,495,495,10-07-2021,No
 KH,Raymond Paid,60790,V10336001,495,495,10-07-2021,No
 WM,Raymond Paid,60791,V30106881,540.38,540.38,10-07-2021,Yes
 WM,Raymond Paid,60791,V30106884,607.59,607.59,10-07-2021,Yes
 HD,Raymond Paid,60790,V10335982,635.91,635.91,10-07-2021,Yes
 WM,Raymond Paid,60791,V30106883,853.05,853.05,10-07-2021,Yes
 WM,Raymond Paid,60791,V30106886,2918.19,2918.19,10-07-2021,Yes
 MR,Raymond Paid,60790,IP00030953,28,28,10-08-2021,No
 KH,Raymond Paid,60790,V10336217,103.5,103.5,10-08-2021,No
 AZ,Raymond Paid,60790,V40006231,140,140,10-08-2021,No
 AR,Raymond Paid,60791,IP00030932,476.61,476.61,10-08-2021,No
 MR,Raymond Paid,60790,IP00030965,817,817,10-08-2021,No
 AZ,Raymond Paid,60790,V10336241,45,45,10-11-2021,No
 AZ,Raymond Paid,60790,V10336242,45,45,10-11-2021,No
 AZ,Raymond Paid,60790,V10336243,45,45,10-11-2021,No
 AZ,Raymond Paid,60790,V10336233,54.81,54.81,10-11-2021,Yes
 ITL,Raymond Paid,60790,V10336253,75,75,10-11-2021,No
 ITL,Raymond Paid,60790,V10336254,75,75,10-11-2021,Yes
 ITL,Raymond Paid,60790,V10336256,75,75,10-11-2021,No
 ITL,Raymond Paid,60790,V10336257,75,75,10-11-2021,No
 ITL,Raymond Paid,60790,V10336260,75,75,10-11-2021,No
 ITL,Raymond Paid,60790,V10336261,75,75,10-11-2021,No
 ITL,Raymond Paid,60790,V10336262,75,75,10-11-2021,No
 ITL,Raymond Paid,60790,V10336263,75,75,10-11-2021,No
 ITL,Raymond Paid,60790,V10336265,75,75,10-11-2021,No
 HD,Raymond Paid,60790,V10336294,75,75,10-11-2021,No
 HD,Raymond Paid,60790,V10336323,75,75,10-11-2021,No
 HD,Raymond Paid,60790,V10336411,75,75,10-11-2021,No
 ITL,Raymond Paid,60790,V10336252,85,85,10-11-2021,No
 ITL,Raymond Paid,60790,V10336258,85,85,10-11-2021,No
 ITL,Raymond Paid,60790,V10336264,85,85,10-11-2021,No
 HD,Raymond Paid,60790,V10336271,85,85,10-11-2021,No
 HD,Raymond Paid,60790,V10336272,85,85,10-11-2021,No
 HD,Raymond Paid,60790,V10336297,85,85,10-11-2021,Yes
 HD,Raymond Paid,60790,V10336316,85,85,10-11-2021,No
 SC,Raymond Paid,60791,V30106905,89.1,89.1,10-11-2021,Yes
 ARM,Raymond Paid,60791,V30106947,95,95,10-11-2021,Yes
 ARM,Raymond Paid,60791,V30106950,95,95,10-11-2021,Yes
 ARM,Raymond Paid,60791,V30106948,105,105,10-11-2021,Yes
 WM,Raymond Paid,60791,V30106908,125,125,10-11-2021,No
 WM,Raymond Paid,60791,V30106909,125,125,10-11-2021,No
 WM,Raymond Paid,60791,V30106911,125,125,10-11-2021,No
 WM,Raymond Paid,60791,V30106913,125,125,10-11-2021,No
 SC,Raymond Paid,60791,V30106906,128.52,128.52,10-11-2021,Yes
 SC,Raymond Paid,60791,V30106904,132.3,132.3,10-11-2021,No
 ITL,Raymond Paid,60790,V40006206,137.37,137.37,10-11-2021,No
 WM,Raymond Paid,60791,V30106910,161.44,161.44,10-11-2021,No
 WM,Raymond Paid,60791,V30106912,166.54,166.54,10-11-2021,Yes
 KN,Raymond Paid,60791,V30106944,199,199,10-11-2021,No
 XPO,Raymond Paid,60791,V30106952,208.9,208.9,10-11-2021,No
 ARM,Raymond Paid,60791,V30106949,210,210,10-11-2021,Yes
 HD,Raymond Paid,60791,V30106942,278.66,278.66,10-11-2021,No
 HD,Raymond Paid,60790,V10336274,306.82,306.82,10-11-2021,Yes
 XPO,Raymond Paid,60791,V30106953,309.05,309.05,10-11-2021,Yes
 WM,Raymond Paid,60791,V30106955,309.38,309.38,10-11-2021,No
 SC,Raymond Paid,60790,V10336251,319.41,319.41,10-11-2021,Yes
 WM,Raymond Paid,60790,V10336414,321.43,321.43,10-11-2021,No
 KN,Raymond Paid,60791,V30106946,332.77,332.77,10-11-2021,Yes
 XPO,Raymond Paid,60791,V30106951,337.55,337.55,10-11-2021,Yes
 WM,Raymond Paid,60791,V30106960,393.75,393.75,10-11-2021,Yes
 AZ,Raymond Paid,60790,V10336235,414.6,414.6,10-11-2021,Yes
 WM,Raymond Paid,60791,V30106961,478.13,478.13,10-11-2021,No
 SC,Raymond Paid,60790,V10336250,531.84,531.84,10-11-2021,Yes
 KN,Raymond Paid,60791,V30106945,548.55,548.55,10-11-2021,Yes
 WM,Raymond Paid,60791,V30106954,590.63,590.63,10-11-2021,No
 HD,Raymond Paid,60790,V10336246,617.48,617.48,10-11-2021,Yes
 HD,Raymond Paid,60791,V30106956,1078.34,1078.34,10-11-2021,No
 KN,Raymond Paid,60791,V30106868,45,45,10-12-2021,No
 KN,Raymond Paid,60791,V30106869,45,45,10-12-2021,No
 UA,Raymond Paid,60790,V10336464,65.13,65.13,10-12-2021,Yes
 UA,Raymond Paid,60790,V10336473,65.13,65.13,10-12-2021,Yes
 UA,Raymond Paid,60790,V10336463,84,84,10-12-2021,No
 UA,Raymond Paid,60790,V10336465,84,84,10-12-2021,Yes
 UA,Raymond Paid,60790,V10336466,84,84,10-12-2021,No
 AZ,Raymond Paid,60790,V40006240,134.22,134.22,10-12-2021,No
 WM,Raymond Paid,60791,V30107088,140.63,140.63,10-12-2021,No
 XPO,Raymond Paid,60791,V30107086,148.5,148.5,10-12-2021,No
 AR,Raymond Paid,60791,IP00031002,183.78,183.78,10-12-2021,Yes
 KH,Raymond Paid,60790,V40006238,202.86,202.86,10-12-2021,No
 WM,Raymond Paid,60791,V30106514,250,250,10-12-2021,No
 MR,Raymond Paid,60791,IP00031003,400.76,400.76,10-12-2021,No
 ML,Raymond Paid,60790,V10333701,402.38,402.38,10-12-2021,No
 WM,Raymond Paid,60791,IP00031009,418.97,418.97,10-12-2021,No
 SC,Raymond Paid,60791,V30107087,446.03,446.03,10-12-2021,No
 KN,Raymond Paid,60791,V30106649,611.77,611.77,10-12-2021,No
 AZ,Raymond Paid,60790,V10336446,645.22,645.22,10-12-2021,No
 HD,Raymond Paid,60790,V10336460,662.59,662.59,10-12-2021,Yes
 MR,Raymond Paid,60790,IP00031043,893.28,893.28,10-12-2021,No
 WM,Raymond Paid,60791,V30107089,1434.46,1434.46,10-12-2021,No
 WM,Raymond Paid,60791,V30107090,1603.39,1603.39,10-12-2021,Yes
 WM,Raymond Paid,60791,V30106882,2052.5,2052.5,10-12-2021,No
 MR,Raymond Paid,60790,IP00031041,2406.2,2406.2,10-12-2021,Yes
 MR,Raymond Paid,60790,IP00031042,2406.2,2406.2,10-12-2021,Yes
 WAY,Raymond Paid,60790,V40006245,72,72,10-13-2021,No
 WW,Raymond Paid,60791,V30107120,87.19,87.19,10-13-2021,No
 WW,Raymond Paid,60791,V30107121,87.19,87.19,10-13-2021,No
 WW,Raymond Paid,60791,V30107119,116.25,116.25,10-13-2021,No
 KN,Raymond Paid,60791,V30107118,124.38,124.38,10-13-2021,No
 AZ,Raymond Paid,60790,V40006243,130,130,10-13-2021,No
 WW,Raymond Paid,60791,V30107122,145.32,145.32,10-13-2021,No
 MR,Raymond Paid,60791,IP00031075,285.72,285.72,10-13-2021,No
 WM,Raymond Paid,60791,V30107129,2454.34,2454.34,10-13-2021,Yes
 AZ,Raymond Paid,60791,V30107117,3574.68,3574.68,10-13-2021,No
 AZ,Raymond Paid,60790,V10336691,22.5,22.5,10-14-2021,No
 ITL,Raymond Paid,60790,V10336702,40.78,40.78,10-14-2021,No
 ITL,Raymond Paid,60790,V10336705,40.78,40.78,10-14-2021,No
 AZ,Raymond Paid,60790,V10336689,45,45,10-14-2021,No
 BZ,Raymond Paid,60792,V20084831,57.75,57.75,10-14-2021,Yes
 AZ,Raymond Paid,60790,V10336693,58.95,58.95,10-14-2021,Yes
 AZ,Raymond Paid,60790,V10336683,59,59,10-14-2021,No
 ITL,Raymond Paid,60790,V10336699,61.16,61.16,10-14-2021,No
 ITL,Raymond Paid,60790,V10336698,75,75,10-14-2021,No
 AZ,Raymond Paid,60790,V10336685,80,80,10-14-2021,Yes
 UA,Raymond Paid,60790,V10336668,84,84,10-14-2021,No
 UA,Raymond Paid,60790,V10336670,84,84,10-14-2021,No
 UA,Raymond Paid,60790,V10336674,84,84,10-14-2021,Yes
 UA,Raymond Paid,60790,V10336672,86.78,86.78,10-14-2021,Yes
 CO,Raymond Paid,60792,V20084812,90,90,10-14-2021,Yes
 BZ,Raymond Paid,60792,V20084798,96.25,96.25,10-14-2021,Yes
 AZ,Raymond Paid,60790,V10336680,98.1,98.1,10-14-2021,Yes
 AZ,Raymond Paid,60790,V10336679,126.45,126.45,10-14-2021,Yes
 AZ,Raymond Paid,60790,V10336696,135,135,10-14-2021,No
 UA,Raymond Paid,60790,V10336611,141.32,141.32,10-14-2021,No
 AZ,Raymond Paid,60790,V10336688,157.5,157.5,10-14-2021,No
 ITL,Raymond Paid,60790,V10335219,157.77,157.77,10-14-2021,No
 AZ,Raymond Paid,60790,V10336682,202.78,202.78,10-14-2021,Yes
 HD,Raymond Paid,60790,V10336630,239.32,239.32,10-14-2021,No
 HD,Raymond Paid,60790,V10336610,274.24,274.24,10-14-2021,Yes
 AZ,Raymond Paid,60790,V10336690,310.5,310.5,10-14-2021,Yes
 TCI,Raymond Paid,60792,V20084834,458.2,458.2,10-14-2021,Yes
 CO,Raymond Paid,60792,V20084813,514.1,514.1,10-14-2021,Yes
 CO,Raymond Paid,60792,V20084815,242.52,649.9,10-14-2021,Yes
 PCS,Raymond Paid,60792,V20084665,707.38,679.97,10-14-2021,Yes
 CO,Raymond Paid,60792,V20084816,242.52,690.64,10-14-2021,Yes
 CO,Raymond Paid,60792,V20084814,242.52,719.74,10-14-2021,Yes
 WM,Raymond Paid,60790,V10336627,1126.89,1126.89,10-14-2021,No
 WM,Raymond Paid,60791,V30107153,1275.97,1275.97,10-14-2021,Yes
 HD,Raymond Paid,60790,V10337080,1547.79,1547.79,10-14-2021,Yes
 HD,Raymond Paid,60790,V10336622,1644.56,1644.56,10-14-2021,Yes
 SC,Cancel,60790,V40006060,157.54,0,10-15-2021,Yes
 WM,Raymond Paid,60790,V10336723,64,64,10-15-2021,No
 WM,Raymond Paid,60790,V10336724,64,64,10-15-2021,No
 WM,Raymond Paid,60790,V10336725,64,64,10-15-2021,No
 WM,Raymond Paid,60790,V10336727,64,64,10-15-2021,No
 XPO,Raymond Paid,60791,V30107194,74.25,74.25,10-15-2021,No
 AZ,Raymond Paid,60790,V10336752,80,80,10-15-2021,No
 UA,Raymond Paid,60790,V10336731,84,84,10-15-2021,No
 UA,Raymond Paid,60790,V10336732,84,84,10-15-2021,Yes
 UA,Raymond Paid,60790,V10336733,84,84,10-15-2021,No
 AZ,Raymond Paid,60791,V30107197,90,90,10-15-2021,No
 AZ,Raymond Paid,60790,V10336736,112.5,112.5,10-15-2021,No
 SC,Raymond Paid,60790,V40006191,121.89,121.89,10-15-2021,Yes
 WM,Raymond Paid,60790,V10336726,125.29,125.29,10-15-2021,Yes
 XPO,Raymond Paid,60791,V30107193,148.5,148.5,10-15-2021,No
 WM,Raymond Paid,60790,V40006233,207.41,207.41,10-15-2021,Yes
 AZ,Raymond Paid,60791,V30107199,225,225,10-15-2021,No
 WW,Raymond Paid,60791,V30107195,232.5,232.5,10-15-2021,No
 AZ,Raymond Paid,60790,V10336739,270.58,270.58,10-15-2021,Yes
 AZ,Raymond Paid,60790,V10336734,283.95,283.95,10-15-2021,Yes
 SC,Raymond Paid,60791,V30106907,287.94,287.94,10-15-2021,No
 AZ,Raymond Paid,60790,V10336735,335.18,335.18,10-15-2021,Yes
 AZ,Raymond Paid,60791,V30107196,404,404,10-15-2021,Yes
 AZ,Raymond Paid,60790,V10336737,424.8,424.8,10-15-2021,Yes
 AZ,Raymond Paid,60790,V10336741,461.77,461.77,10-15-2021,Yes
 AZ,Raymond Paid,60791,V30107198,492.5,492.5,10-15-2021,Yes
 WM,Raymond Paid,60791,V30107192,516.62,516.62,10-15-2021,Yes
 WM,Raymond Paid,60790,V10336722,558.01,558.01,10-15-2021,Yes
 WM,Raymond Paid,60791,V30107154,622.32,622.32,10-15-2021,No
 AZ,Raymond Paid,60791,V30104193,1147.5,1147.5,10-15-2021,Yes
 TCI,Raymond Paid,60790,V10336764,1459.55,1459.55,10-15-2021,No
 WM,Raymond Paid,60792,V10336730,1793,1793,10-15-2021,No
 KN,Raymond Paid,60791,V30107240,55,55,10-18-2021,No
 AZ,Raymond Paid,60790,V10336830,59,59,10-18-2021,No
 AZ,Raymond Paid,60790,V10336832,59,59,10-18-2021,No
 AZ,Raymond Paid,60790,V10336828,80,80,10-18-2021,No
 AZ,Raymond Paid,60790,V10336833,80,80,10-18-2021,Yes
 AZ,Raymond Paid,60791,V30107266,80,80,10-18-2021,No
 UA,Raymond Paid,60790,V10336844,84,84,10-18-2021,Yes
 UA,Raymond Paid,60790,V10336846,84,84,10-18-2021,Yes
 UA,Raymond Paid,60790,V10336848,85,85,10-18-2021,Yes
 AZ,Raymond Paid,60791,V30107260,90,90,10-18-2021,No
 AZ,Raymond Paid,60791,V30107263,112.5,112.5,10-18-2021,No
 KN,Raymond Paid,60791,V30107058,126.3,126.3,10-18-2021,Yes
 AZ,Raymond Paid,60791,V30107261,164.62,164.62,10-18-2021,Yes
 AZ,Raymond Paid,60791,V30107265,165,165,10-18-2021,No
 AZ,Raymond Paid,60791,V30107259,209.62,209.62,10-18-2021,Yes
 HD,Raymond Paid,60790,V10336869,218.93,218.93,10-18-2021,No
 WM,Raymond Paid,60791,V30107317,242.85,242.85,10-18-2021,Yes
 SC,Raymond Paid,60790,V10336816,279.27,279.27,10-18-2021,Yes
 AZ,Raymond Paid,60791,V30107262,287.38,287.38,10-18-2021,Yes
 AZ,Raymond Paid,60791,V30107255,305.23,305.23,10-18-2021,Yes
 AZ,Raymond Paid,60791,V30107258,316.06,316.06,10-18-2021,Yes
 WM,Raymond Paid,60790,V10336824,322.06,322.06,10-18-2021,Yes
 HD,Raymond Paid,60791,V30107320,371.31,371.31,10-18-2021,Yes
 AZ,Raymond Paid,60790,V10336825,427.5,427.5,10-18-2021,No
 XPO,Raymond Paid,60791,V30107315,428.83,428.83,10-18-2021,No
 UA,Raymond Paid,60790,V10336862,502.31,502.31,10-18-2021,Yes
 HD,Raymond Paid,60791,V30107321,557.23,557.23,10-18-2021,No
 WM,Raymond Paid,60791,V30107316,562.5,562.5,10-18-2021,Yes
 AZ,Raymond Paid,60791,V30107256,641.8,641.8,10-18-2021,Yes
 UA,Raymond Paid,60790,V10336860,648.65,648.65,10-18-2021,Yes
 HD,Raymond Paid,60791,V30107319,864.91,864.91,10-18-2021,No
 WM,Raymond Paid,60790,V10336821,921.92,921.92,10-18-2021,Yes
 WM,Raymond Paid,60790,V10336950,2568.94,2568.94,10-18-2021,Yes
 AZ,Raymond Paid,60791,V30107264,2899.64,2899.64,10-18-2021,Yes
 WW,Raymond Paid,60791,V30107239,3011.89,3011.89,10-18-2021,Yes
 MR,Raymond Paid,60790,IP00031171,36.38,36.38,10-19-2021,No
 MR,Raymond Paid,60790,IP00031168,67.8,67.8,10-19-2021,No
 MR,Raymond Paid,60790,IP00031172,67.8,67.8,10-19-2021,No
 MR,Raymond Paid,60790,IP00031169,76.88,76.88,10-19-2021,No
 AZ,Raymond Paid,60790,V10337015,80,80,10-19-2021,No
 MR,Raymond Paid,60790,IP00031170,95,95,10-19-2021,No
 HD,Raymond Paid,60790,V10337039,102.31,102.31,10-19-2021,No
 ML,Raymond Paid,60791,V30107363,164.12,164.12,10-19-2021,Yes
 HD,Raymond Paid,60791,V30107085,236.51,236.51,10-19-2021,No
 ML,Raymond Paid,60791,V30107362,245.03,245.03,10-19-2021,No
 AZ,Raymond Paid,60791,V30107358,247.5,247.5,10-19-2021,No
 ARM,Raymond Paid,60791,V30107360,265.63,265.63,10-19-2021,Yes
 ML,Raymond Paid,60791,V30107361,381.15,381.15,10-19-2021,No
 WM,Raymond Paid,60790,V10337110,546.48,546.48,10-19-2021,No
 WM,Raymond Paid,60790,V10337074,552.37,552.37,10-19-2021,No
 ML,Raymond Paid,60791,V30107364,761.04,761.04,10-19-2021,Yes
 ARM,Raymond Paid,60791,V30107359,1386.47,1386.47,10-19-2021,Yes
 XPO,Raymond Paid,60791,V30107357,1510.99,1510.99,10-19-2021,Yes
 WM,Raymond Paid,60790,V10337104,2077.22,2077.22,10-19-2021,No
 MR,Raymond Paid,60790,IP00031174,2540.37,2540.37,10-19-2021,No
 KH,Raymond Paid,60790,V40006262,3453.56,3453.56,10-19-2021,No
 WM,Raymond Paid,60791,V30107333,4823.75,4823.75,10-19-2021,No
 KN,Raymond Paid,60791,V30107435,21.27,21.27,10-20-2021,No
 AZ,Raymond Paid,60790,V10337155,22.5,22.5,10-20-2021,No
 AZ,Raymond Paid,60790,V10337146,45,45,10-20-2021,No
 AZ,Raymond Paid,60790,V10337164,67.5,67.5,10-20-2021,No
 AZ,Raymond Paid,60791,V30107415,67.5,67.5,10-20-2021,No
 AZ,Raymond Paid,60790,V10337156,80,80,10-20-2021,No
 AR,Raymond Paid,60791,IP00031207,127.26,127.26,10-20-2021,No
 MR,Raymond Paid,60791,IP00031212,134.04,134.04,10-20-2021,Yes
 AZ,Raymond Paid,60791,V30107413,180,180,10-20-2021,No
 AZ,Raymond Paid,60790,V10337153,492.3,492.3,10-20-2021,Yes
 GS,Raymond Paid,60790,V10337196,511.74,511.74,10-20-2021,No
 AZ,Raymond Paid,60791,V30107416,791.5,791.5,10-20-2021,Yes
 AR,Raymond Paid,60791,IP00031206,1024.4,1024.4,10-20-2021,No
 AZ,Raymond Paid,60790,V10337320,59,59,10-21-2021,No
 AZ,Raymond Paid,60790,V10337312,67.5,67.5,10-21-2021,No
 AZ,Raymond Paid,60790,V10337338,67.5,67.5,10-21-2021,No
 AZ,Raymond Paid,60790,V10337322,95,95,10-21-2021,No
 ARM,Raymond Paid,60791,V30107517,95,95,10-21-2021,No
 XPO,Raymond Paid,60791,V30107518,95,95,10-21-2021,Yes
 XPO,Raymond Paid,60791,V30107519,95,95,10-21-2021,No
 XPO,Raymond Paid,60791,V30107520,95,95,10-21-2021,No
 XPO,Raymond Paid,60791,V30107522,95,95,10-21-2021,No
 ARM,Raymond Paid,60791,V30107515,102.46,102.46,10-21-2021,No
 XPO,Raymond Paid,60791,V30107521,110.33,110.33,10-21-2021,No
 AZ,Raymond Paid,60790,V10337317,112.5,112.5,10-21-2021,No
 SC,Raymond Paid,60790,V10337382,112.79,112.79,10-21-2021,No
 MR,Raymond Paid,60790,IP00031270,133.57,133.57,10-21-2021,No
 AZ,Raymond Paid,60791,V30107509,135,135,10-21-2021,No
 ARM,Raymond Paid,60791,V30107516,169.38,169.38,10-21-2021,No
